CodigoContexto;CodigoFraccion;CodigoMuestra;CodigoTaxon;CodigoYacimiento;Conservacion;CulturaContexto;Divisor;Especie;esTaxonSQLFastUUID;Familia;FaseContexto;Fragmentos;Genero;GrupoTaxon;Identificacion;Individuos;LabelResto;ListaTerritorios;MultiFrag;MultiIndi;MultiNMI;Multiplicador;NMI;NombreCientifico;Observaciones;TAQContexto;TaxonAnalitica1;TaxonAnalitica1Etiqueta;TaxonAnalitica2;TaxonAnalitica2Etiqueta;TaxonAnalitica3;TaxonAnalitica3Etiqueta;TipoTaxon;TPQContexto
12328;c-0,25mm;12328-1;POACE;BNX;Carbonizado;;1;Poaceae ;0;Poaceae;;;Poaceae;Silvestres;;4;"Poaceae ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;40;40;10;4;Poaceae;;1238;;;;;;;Semilla;1100
12328;c-0,25mm;12328-1;SECER;BNX;Carbonizado;;1;Secale cereale;1;Poaceae;;;Secale;Cereales;;1;"Secale cereale ; Raquis: Segmento carb.";"Península Ibérica
País Valencià
Turia";0;10;10;10;1;Secale cereale;;1238;;;;;;;Raquis: Segmento;1100
12328;c-0,25mm;12328-1;TRDUR;BNX;Carbonizado;;1;Triticum durum;0;Poaceae;;;Triticum;Cereales;;3;"Triticum durum ; Raquis: Segmento carb.";"Península Ibérica
País Valencià
Turia";0;30;30;10;3;Triticum durum;;1238;;;;;;;Raquis: Segmento;1100
12328;c-0,25mm;12328-1;VITvin;BNX;Carbonizado;;1;Vitis vinifera;0;Vitaceae;;1;Vitis;Frutos cultivados;;;"Vitis vinifera ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;10;1;Vitis vinifera;;1238;;;;;;;Semilla;1100
12328;c-0,25mm;12328-1;ERIC;BNX;Desecado;;1;Erica sp.;1;Ericaceae;;;Erica;Silvestres;;1;"Erica sp. ; Hoja des.";"Península Ibérica
País Valencià
Turia";0;10;10;10;1;Erica sp.;;1238;;;;;;;Hoja;1100
12328;c-0,25mm;12328-1;BUPL;BNX;Desecado;;1;Bupleurum sp.;1;Apiaceae;;;Bupleurum;Silvestres;;1;"Bupleurum sp. ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;10;10;10;1;Bupleurum sp.;;1238;;;;;;;Semilla;1100
12328;c-0,25mm;12328-1;FOVUL;BNX;Desecado;;1;Foeniculum vulgare;0;Apiaceae;;;Foeniculum;Especias;cf;1;"Foeniculum vulgare cf ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;10;10;10;1;Foeniculum vulgare;;1238;;;;;;;Semilla;1100
12328;c-0,25mm;12328-1;FICAR;BNX;Desecado;;1;Ficus carica;1;Moraceae;;;Ficus;Frutos cultivados;;2;"Ficus carica ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;20;20;10;2;Ficus carica;;1238;;;;;;;Semilla;1100
12328;c-0,25mm;12328-1;SILE;BNX;Desecado;;1;Silene sp.;0;Caryophyllaceae;;;Silene;Silvestres;;1;"Silene sp. ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;10;10;10;1;Silene sp.;;1238;;;;;;;Semilla;1100
12328;c-0,25mm;12328-1;PAPA;BNX;Desecado;;1;Papaver sp.;0;Papaveraceae;;;Papaver;Silvestres;;2;"Papaver sp. ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;20;20;10;2;Papaver sp.;;1238;;;;;;;Semilla;1100
12328;c-0,25mm;12328-1;GLAU;BNX;Carbonizado;;1;Glaucium sp.;1;Papaveraceae;;;Glaucium;Silvestres;;2;"Glaucium sp. ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;20;20;10;2;Glaucium sp.;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;ORSAT;BNX;Carbonizado;;1;Oryza sativa;1;Poaceae;;;Oryza;Cereales;cf;1;"Oryza sativa cf ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Oryza sativa;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;VITvin;BNX;Carbonizado;;1;Vitis vinifera;1;Vitaceae;;;Vitis;Frutos cultivados;;2;"Vitis vinifera ; Fruto carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Vitis vinifera;Fruto inmaduro;1238;;;;;;;Fruto;1100
12328;c-2/1mm;12328-1;HORS6;BNX;Desecado;;1;Hordeum vulgare;1;Poaceae;;;Hordeum;Cereales;;32;"Hordeum vulgare ssp. vulgare hexastichum ; Espiga des.";"Península Ibérica
País Valencià
Turia";0;0;0;;32;Hordeum vulgare ssp. vulgare hexastichum;10 SEMICARBONIZADAS;1238;;;;;;;Espiga;1100
12328;c-2/1mm;12328-1;HODVS;BNX;Desecado;;1;Hordeum ;1;Poaceae;;;Hordeum;Cereales;;7;"Hordeum  vulgare ssp. vulgare distichum ; Espiga des.";"Península Ibérica
País Valencià
Turia";0;0;0;;7;Hordeum  vulgare ssp. vulgare distichum;;1238;;;;;;;Espiga;1100
12328;c-2/1mm;12328-1;HODVS;BNX;Carbonizado;;1;Hordeum ;0;Poaceae;;;Hordeum;Cereales;;1;"Hordeum  vulgare ssp. vulgare distichum ; Espiga carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Hordeum  vulgare ssp. vulgare distichum;;1238;;;;;;;Espiga;1100
12328;c-2/1mm;12328-1;HORS6;BNX;Desecado;;1;Hordeum vulgare;0;Poaceae;;;Hordeum;Cereales;;238;"Hordeum vulgare ssp. vulgare hexastichum ; Raquis: Segmento des.";"Península Ibérica
País Valencià
Turia";0;0;0;;238;Hordeum vulgare ssp. vulgare hexastichum;;1238;;;;;;;Raquis: Segmento;1100
12328;c-2/1mm;12328-1;HODVS;BNX;Desecado;;1;Hordeum ;0;Poaceae;;;Hordeum;Cereales;;2;"Hordeum  vulgare ssp. vulgare distichum ; Raquis: Segmento des.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Hordeum  vulgare ssp. vulgare distichum;;1238;;;;;;;Raquis: Segmento;1100
12328;c-2/1mm;12328-1;HOVUS;BNX;Carbonizado;;1;Hordeum vulgare;0;Poaceae;;;Hordeum;Cereales;;886;"Hordeum vulgare ssp. vulgare ; Raquis: Segmento carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;886;Hordeum vulgare ssp. vulgare;;1238;;;;;;;Raquis: Segmento;1100
12328;c-2/1mm;12328-1;HOVUS;BNX;Desecado;;1;Hordeum vulgare;0;Poaceae;;;Hordeum;Cereales;;225;"Hordeum vulgare ssp. vulgare ; Espiguilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;225;Hordeum vulgare ssp. vulgare;ALGUNAS CON SEMILLAS;1238;;;;;;;Espiguilla;1100
12328;c-2/1mm;12328-1;HOVUS;BNX;Carbonizado;;1;Hordeum vulgare;0;Poaceae;;;Hordeum;Cereales;;133;"Hordeum vulgare ssp. vulgare ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;133;Hordeum vulgare ssp. vulgare;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;HOVUS;BNX;Desecado;;1;Hordeum vulgare;0;Poaceae;;;Hordeum;Cereales;;222;"Hordeum vulgare ssp. vulgare ; Gluma des.";"Península Ibérica
País Valencià
Turia";0;0;0;;222;Hordeum vulgare ssp. vulgare;;1238;;;;;;;Gluma;1100
12328;c-2/1mm;12328-1;HOVUS;BNX;Carbonizado;;1;Hordeum vulgare;0;Poaceae;;;Hordeum;Cereales;;15;"Hordeum vulgare ssp. vulgare ; Gluma carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;15;Hordeum vulgare ssp. vulgare;;1238;;;;;;;Gluma;1100
12328;c-2/1mm;12328-1;CEREA;BNX;Carbonizado;;1;Cerealia indet.;0;Poaceae;;35;Cerealia;Cereales;;;"Cerealia indet. ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;;0;;35;Cerealia indet.;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;CEREA;BNX;Desecado;;1;Cerealia indet.;0;Poaceae;;7;Cerealia;Cereales;;;"Cerealia indet. ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;;0;;7;Cerealia indet.;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;CEREA;BNX;Desecado;;1;Cerealia indet.;0;Poaceae;;;Cerealia;Cereales;;76;"Cerealia indet. ; Base espiga des.";"Península Ibérica
País Valencià
Turia";0;0;0;;76;Cerealia indet.;;1238;;;;;;;Base espiga;1100
12328;c-2/1mm;12328-1;CEREA;BNX;Carbonizado;;1;Cerealia indet.;0;Poaceae;;;Cerealia;Cereales;;2;"Cerealia indet. ; Base espiga carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Cerealia indet.;;1238;;;;;;;Base espiga;1100
12328;c-2/1mm;12328-1;SECER;BNX;Desecado;;1;Secale cereale;0;Poaceae;;;Secale;Cereales;;6;"Secale cereale ; Espiga des.";"Península Ibérica
País Valencià
Turia";0;0;0;;6;Secale cereale;;1238;;;;;;;Espiga;1100
12328;c-2/1mm;12328-1;SECER;BNX;Desecado;;1;Secale cereale;0;Poaceae;;;Secale;Cereales;;3;"Secale cereale ; Raquis: Segmento des.";"Península Ibérica
País Valencià
Turia";0;0;0;;3;Secale cereale;;1238;;;;;;;Raquis: Segmento;1100
12328;c-2/1mm;12328-1;SECER;BNX;Carbonizado;;1;Secale cereale;0;Poaceae;;;Secale;Cereales;;1;"Secale cereale ; Raquis: Segmento carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Secale cereale;;1238;;;;;;;Raquis: Segmento;1100
12328;c-2/1mm;12328-1;SECER;BNX;Desecado;;1;Secale cereale;0;Poaceae;;;Secale;Cereales;;7;"Secale cereale ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;7;Secale cereale;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;SECER;BNX;Carbonizado;;1;Secale cereale;0;Poaceae;;;Secale;Cereales;;1;"Secale cereale ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Secale cereale;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;PENNI;BNX;Desecado;;1;Pennisetum glaucum;0;Poaceae;;;Pennisetum;Cereales;;944;"Pennisetum glaucum ; Espiguilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;944;Pennisetum glaucum;;1238;;;;;;;Espiguilla;1100
12328;c-2/1mm;12328-1;PENNI;BNX;Desecado;;1;Pennisetum glaucum;0;Poaceae;;;Pennisetum;Cereales;;15;"Pennisetum glaucum ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;15;Pennisetum glaucum;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;PENNI;BNX;Carbonizado;;1;Pennisetum glaucum;0;Poaceae;;;Pennisetum;Cereales;;2;"Pennisetum glaucum ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Pennisetum glaucum;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;TRDUR;BNX;Desecado;;1;Triticum durum;1;Poaceae;;;Triticum;Cereales;;6;"Triticum durum ; Espiga des.";"Península Ibérica
País Valencià
Turia";0;0;0;;6;Triticum durum;SÓLO RAQUIS;1238;;;;;;;Espiga;1100
12328;c-2/1mm;12328-1;TRDUR;BNX;Desecado;;1;Triticum durum;0;Poaceae;;;Triticum;Cereales;;51;"Triticum durum ; Raquis: Segmento des.";"Península Ibérica
País Valencià
Turia";0;0;0;;51;Triticum durum;;1238;;;;;;;Raquis: Segmento;1100
12328;c-2/1mm;12328-1;TRDUR;BNX;Carbonizado;;1;Triticum durum;0;Poaceae;;;Triticum;Cereales;;50;"Triticum durum ; Raquis: Segmento carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;50;Triticum durum;;1238;;;;;;;Raquis: Segmento;1100
12328;c-2/1mm;12328-1;TRADD;BNX;Desecado;;1;"Triticum aestivum
Triticum durum";0;Poaceae;;;Triticum;Cereales;;3;"Triticum aestivum/durum ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;3;Triticum aestivum/durum;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;TRADD;BNX;Carbonizado;;1;"Triticum aestivum
Triticum durum";0;Poaceae;;;Triticum;Cereales;;9;"Triticum aestivum/durum ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;9;Triticum aestivum/durum;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;TRADD;BNX;Desecado;;1;"Triticum aestivum
Triticum durum";0;Poaceae;;;Triticum;Cereales;;5;"Triticum aestivum/durum ; Gluma des.";"Península Ibérica
País Valencià
Turia";0;0;0;;5;Triticum aestivum/durum;;1238;;;;;;;Gluma;1100
12328;c-2/1mm;12328-1;LOFES;BNX;Desecado;;1;"Lolium
Festuca ";0;Poaceae;;;"Lolium
Festuca";Silvestres;;6;"Lolium/Festuca ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;6;Lolium/Festuca;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;LOFES;BNX;Carbonizado;;1;"Lolium
Festuca ";1;Poaceae;;;"Lolium
Festuca";Silvestres;;19;"Lolium/Festuca ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;19;Lolium/Festuca;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;POACE;BNX;Desecado;;1;Poaceae ;0;Poaceae;;;Poaceae;Silvestres;;12;"Poaceae ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;12;Poaceae;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;POACE;BNX;Carbonizado;;1;Poaceae ;0;Poaceae;;;Poaceae;Silvestres;;30;"Poaceae ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;30;Poaceae;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;POACE;BNX;Desecado;;1;Poaceae ;0;Poaceae;;;Poaceae;Silvestres;;2;"Poaceae ; Raquis: Segmento des.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Poaceae;;1238;;;;;;;Raquis: Segmento;1100
12328;c-2/1mm;12328-1;SEITA;BNX;Desecado;;1;Setaria italica;0;Poaceae;;;Setaria;Cereales;;9;"Setaria italica ; Espiguilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;9;Setaria italica;;1238;;;;;;;Espiguilla;1100
12328;c-2/1mm;12328-1;CEREA;BNX;Desecado;;1;Cerealia indet.;0;Poaceae;;0;Cerealia;Cereales;;;"Cerealia indet. ; Gluma des.";"Península Ibérica
País Valencià
Turia";0;;0;;0;Cerealia indet.;;1238;;;;;;;Gluma;1100
12328;c-2/1mm;12328-1;CEREA;BNX;Carbonizado;;1;Cerealia indet.;0;Poaceae;;0;Cerealia;Cereales;;;"Cerealia indet. ; Gluma carb.";"Península Ibérica
País Valencià
Turia";0;;0;;0;Cerealia indet.;;1238;;;;;;;Gluma;1100
12328;c-2/1mm;12328-1;ANGDI;BNX;Desecado;;1;Angiospermae Dicotyledonae;1;Angiospermae;;9;Angiospermae;Silvestres;;;"Angiospermae Dicotyledonae ; Hoja des.";"Península Ibérica
País Valencià
Turia";0;;0;;9;Angiospermae Dicotyledonae;;1238;;;;;;;Hoja;1100
12328;c-2/1mm;12328-1;JUREG;BNX;Desecado;;1;Juglans regia;1;Juglandaceae;;21;Juglans;Frutos recolectados;;;"Juglans regia ; Endocarpio des.";"Península Ibérica
País Valencià
Turia";0;;0;;21;Juglans regia;;1238;;;;;;;Endocarpio;1100
12328;c-2/1mm;12328-1;PRCOM;BNX;Desecado;;1;Prunus dulcis;1;Rosaceae;;2;Prunus;Frutos cultivados;;;"Prunus dulcis ; Endocarpio des.";"Península Ibérica
País Valencià
Turia";0;;0;;2;Prunus dulcis;;1238;;;;;;;Endocarpio;1100
12328;c-2/1mm;12328-1;PUGRA;BNX;Carbonizado;;1;Punica granatum;1;Punicaceae;;1;Punica;Frutos cultivados;;;"Punica granatum ; Fruto carb.";"Península Ibérica
País Valencià
Turia";0;;0;;1;Punica granatum;;1238;;;;;;;Fruto;1100
12328;c-2/1mm;12328-1;PUGRA;BNX;Desecado;;1;Punica granatum;0;Punicaceae;;;Punica;Frutos cultivados;;4;"Punica granatum ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;4;Punica granatum;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;PUGRA;BNX;Carbonizado;;1;Punica granatum;0;Punicaceae;;;Punica;Frutos cultivados;;1;"Punica granatum ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Punica granatum;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;VITvin;BNX;Desecado;;1;Vitis vinifera;0;Vitaceae;;5;Vitis;Frutos cultivados;;;"Vitis vinifera ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;;0;;5;Vitis vinifera;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;VITvin;BNX;Carbonizado;;1;Vitis vinifera;0;Vitaceae;;2;Vitis;Frutos cultivados;;;"Vitis vinifera ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;;0;;2;Vitis vinifera;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;VITvin;BNX;Desecado;;1;Vitis vinifera;0;Vitaceae;;;Vitis;Frutos cultivados;;11;"Vitis vinifera ; Pedúnculo des.";"Península Ibérica
País Valencià
Turia";0;0;0;;11;Vitis vinifera;;1238;;;;;;;Pedúnculo;1100
12328;c-2/1mm;12328-1;ROOFF;BNX;Desecado;;1;Rosmarinus officinalis;1;Lamiaceae;;31;Rosmarinus;Especias;;;"Rosmarinus officinalis ; Hoja des.";"Península Ibérica
País Valencià
Turia";0;;0;;31;Rosmarinus officinalis;;1238;;;;;;;Hoja;1100
12328;c-2/1mm;12328-1;ROOFF;BNX;Carbonizado;;1;Rosmarinus officinalis;0;Lamiaceae;;2;Rosmarinus;Especias;;;"Rosmarinus officinalis ; Hoja carb.";"Península Ibérica
País Valencià
Turia";0;;0;;2;Rosmarinus officinalis;;1238;;;;;;;Hoja;1100
12328;c-2/1mm;12328-1;JUPHO;BNX;Desecado;;1;Juniperus phoenicea;0;Cupressaceae;;139;Juniperus;Frutos recolectados;cf;;"Juniperus phoenicea cf ; Hoja des.";"Península Ibérica
País Valencià
Turia";0;;0;;139;Juniperus phoenicea;;1238;;;;;;;Hoja;1100
12328;c-2/1mm;12328-1;JUPHO;BNX;Carbonizado;;1;Juniperus phoenicea;1;Cupressaceae;;11;Juniperus;Frutos recolectados;cf;;"Juniperus phoenicea cf ; Hoja carb.";"Península Ibérica
País Valencià
Turia";0;;0;;11;Juniperus phoenicea;;1238;;;;;;;Hoja;1100
12328;c-2/1mm;12328-1;JUPHO;BNX;Desecado;;1;Juniperus phoenicea;0;Cupressaceae;;;Juniperus;Frutos recolectados;cf;1;"Juniperus phoenicea cf ; Fruto des.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Juniperus phoenicea;;1238;;;;;;;Fruto;1100
12328;c-2/1mm;12328-1;FOVUL;BNX;Desecado;;1;Foeniculum vulgare;1;Apiaceae;;;Foeniculum;Especias;cf;4;"Foeniculum vulgare cf ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;4;Foeniculum vulgare;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;ECUM;BNX;Desecado;;1;Echium sp.;0;Boraginaceae;;;Echium;Silvestres;;2;"Echium sp. ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Echium sp.;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;ECUM;BNX;Carbonizado;;1;Echium sp.;1;Boraginaceae;;;Echium;Silvestres;;2;"Echium sp. ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Echium sp.;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;ANGRA;BNX;Desecado;;1;Anethum graveolens;1;Apiaceae;;;Anethum;Silvestres;cf;347;"Anethum graveolens cf ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;347;Anethum graveolens;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;PILEN;BNX;Desecado;;1;Pistacia lentiscus;1;Anacardiaceae;;;Pistacia;Frutos recolectados;;2;"Pistacia lentiscus ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Pistacia lentiscus;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;PAPA;BNX;Desecado;;1;Papaver sp.;1;Papaveraceae;;1;Papaver;Silvestres;;;"Papaver sp. ; Cápsula des.";"Península Ibérica
País Valencià
Turia";0;;0;;1;Papaver sp.;;1238;;;;;;;Cápsula;1100
12328;c-2/1mm;12328-1;PAPA;BNX;Desecado;;1;Papaver sp.;0;Papaveraceae;;;Papaver;Silvestres;;1;"Papaver sp. ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Papaver sp.;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;AGGIT;BNX;Desecado;;1;Agrostemma githago;1;Caryophyllaceae;;;Agrostemma;Silvestres;;2;"Agrostemma githago ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Agrostemma githago;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;GAAPA;BNX;Desecado;;1;Galium aparine;1;Rubiaceae;;;Galium;Silvestres;;3;"Galium aparine ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;3;Galium aparine;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;GAAPA;BNX;Carbonizado;;1;Galium aparine;0;Rubiaceae;;;Galium;Silvestres;;1;"Galium aparine ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Galium aparine;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;APIAC;BNX;Carbonizado;;1;Apiaceae ;0;Apiaceae;;;Apiaceae;Silvestres;;1;"Apiaceae ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Apiaceae;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;FICAR;BNX;Carbonizado;;1;Ficus carica;0;Moraceae;;;Ficus;Frutos cultivados;;1;"Ficus carica ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Ficus carica;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;FICAR;BNX;Desecado;;1;Ficus carica;0;Moraceae;;;Ficus;Frutos cultivados;;3;"Ficus carica ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;3;Ficus carica;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;SILE;BNX;Desecado;;1;Silene sp.;1;Caryophyllaceae;;;Silene;Silvestres;;2;"Silene sp. ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Silene sp.;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;INDET;BNX;Carbonizado;;1;Indeterminata ;0;Indeterminata;;;Indeterminata;Silvestres;;3;"Indeterminata ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;3;Indeterminata;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;MENT;BNX;Desecado;;1;Mentha sp.;1;Lamiaceae;;;Mentha;Silvestres;cf;2;"Mentha sp. cf ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Mentha sp.;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;DIPCAE;BNX;Desecado;;1;Dipsaceae ;1;Dipsaceae;;;Dipsaceae;Silvestres;;1;"Dipsaceae ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Dipsaceae;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;BRASS;BNX;Desecado;;1;Brassicaceae ;0;Brassicaceae;;;Brassicaceae;Silvestres;;2;"Brassicaceae ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Brassicaceae;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;VACH;BNX;Desecado;;1;Vaccaria hispanica;1;Caryophyllaceae;;;Vaccaria;Silvestres;;3;"Vaccaria hispanica ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;3;Vaccaria hispanica;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;RARUG;BNX;Desecado;;1;Rapistrum rugosum;1;Brassicaceae;;5;Rapistrum;Silvestres;;;"Rapistrum rugosum ; Vaina des.";"Península Ibérica
País Valencià
Turia";0;;0;;5;Rapistrum rugosum;;1238;;;;;;;Vaina;1100
12328;c-2/1mm;12328-1;RARUG;BNX;Carbonizado;;1;Rapistrum rugosum;0;Brassicaceae;;3;Rapistrum;Silvestres;;;"Rapistrum rugosum ; Vaina carb.";"Península Ibérica
País Valencià
Turia";0;;0;;3;Rapistrum rugosum;;1238;;;;;;;Vaina;1100
12328;c-2/1mm;12328-1;PLAN;BNX;Carbonizado;;1;Plantago sp.;1;Plantaginaceae;;;Plantago;Silvestres;;1;"Plantago sp. ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Plantago sp.;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;LABIA;BNX;Desecado;;1;Lamiaceae ;0;Lamiaceae;;;Lamiaceae;Silvestres;;1;"Lamiaceae ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;1;Lamiaceae;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;COSAT;BNX;Desecado;;1;Coriandrum sativum;1;Apiaceae;;;Coriandrum;Especias;;2;"Coriandrum sativum ; Semilla des.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Coriandrum sativum;;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;FABAK;BNX;Carbonizado;;1;Fabaceae ;1;Fabaceae;;;Fabaceae;Silvestres;;2;"Fabaceae ; Semilla carb.";"Península Ibérica
País Valencià
Turia";0;0;0;;2;Fabaceae;TIPO PEQUEÑO;1238;;;;;;;Semilla;1100
12328;c-2/1mm;12328-1;CEREA;BNX;Carbonizado;;1;Cerealia indet.;0;Poaceae;;0;Cerealia;Cereales;;;"Cerealia indet. ; Tallo: Nudo carb.";"Península Ibérica
País Valencià
Turia";0;;0;;0;Cerealia indet.;;1238;;;;;;;Tallo: Nudo;1100
12328;c-2/1mm;12328-1;CEREA;BNX;Desecado;;1;Cerealia indet.;0;Poaceae;;0;Cerealia;Cereales;;;"Cerealia indet. ; Tallo: Nudo des.";"Península Ibérica
País Valencià
Turia";0;;0;;0;Cerealia indet.;;1238;;;;;;;Tallo: Nudo;1100
12328;c-2/1mm;12328-1;CEREA;BNX;Carbonizado;;1;Cerealia indet.;0;Poaceae;;0;Cerealia;Cereales;;;"Cerealia indet. ; Raquis: Segmento carb.";"Península Ibérica
País Valencià
Turia";0;;0;;0;Cerealia indet.;;1238;;;;;;;Raquis: Segmento;1100
12328;c-2/1mm;12328-1;CEREA;BNX;Desecado;;1;Cerealia indet.;0;Poaceae;;0;Cerealia;Cereales;;;"Cerealia indet. ; Raquis: Segmento des.";"Península Ibérica
País Valencià
Turia";0;;0;;0;Cerealia indet.;;1238;;;;;;;Raquis: Segmento;1100
1166;f-0,25mm;1166-1;PIHAL;BAST;Carbonizado;;1;Pinus halepensis;1;Pinaceae;2;4;Pinus;Silvestres;;6;"Pinus halepensis ; Bráctea carb.";"Mediterraneo Occidental
Península Ibérica
País Valencià";0;6;6;1;10;Pinus halepensis;;;;;;;;;Bráctea;
